"","Parkinglot_ID","Location_code","Address","Parkinglot_num","Parkinglot_num_matiz","log","lat","fee","Parkinglot_Total"
"8133",4275231,10300,"서울특별시 광진구 구의동 204-42 부광아인스빌",9,0,127.091956,37.542703,"무료",9
"8134",4275543,10300,"서울특별시 광진구 구의동 212-31",5,0,127.093448,37.54017,"무료",5
"8135",4275433,10300,"서울특별시 광진구 구의동 210-21",4,0,127.092087,37.539763,"무료",4
"8136",5023841,10300,"서울특별시 광진구 구의동 204-1 동남 아치빌",6,0,127.091615,37.543622,"무료",6
"8137",5119577,10300,"서울특별시 광진구 구의동 227-1",0,0,127.091369,37.54368,"무료",0
"8138",5023840,10300,"서울특별시 광진구 구의동 227-2",5,0,127.091333,37.543569,"무료",5
"8139",5014048,10300,"서울특별시 광진구 구의동 204-2 동서화운트빌",13,0,127.091551,37.543378,"무료",13
"8140",5023839,10300,"서울특별시 광진구 구의동 204-22 광진구동서울어린이집",4,0,127.091482,37.543175,"무료",4
"8141",5024491,10300,"서울특별시 광진구 구의동 204-28 가온빌",13,0,127.091576,37.543123,"무료",13
"8142",5023838,10300,"서울특별시 광진구 구의동 204-25 SKY 파크 뷰",13,1,127.091547,37.542921,"무료",14
"8144",5024202,10300,"서울특별시 광진구 구의동 208-11 금강빌라",5,0,127.091335,37.542543,"무료",5
"8145",5069505,10300,"서울특별시 광진구 구의동 224-1 하늘애아파트",22,0,127.091128,37.542591,"무료",22
"8146",5122303,10300,"서울특별시 광진구 구의동 208-19",4,0,127.091861,37.542305,"무료",4
"8147",5023808,10300,"서울특별시 광진구 구의동 208-63",7,0,127.091891,37.542218,"무료",7
"8148",5024205,10300,"서울특별시 광진구 구의동 208-12",0,0,127.091346,37.542355,"무료",0
"8149",5024204,10300,"서울특별시 광진구 구의동 224-2",4,0,127.091088,37.542329,"무료",4
"8150",5024582,10300,"서울특별시 광진구 구의동 208-15 구의교회",24,0,127.091536,37.542285,"무료",24
"8151",5024142,10300,"서울특별시 광진구 구의동 224-8",1,0,127.091123,37.542175,"무료",1
"8152",5073965,10300,"서울특별시 광진구 구의동 208-78",0,0,127.091518,37.541834,"무료",0
"8153",5121147,10300,"서울특별시 광진구 구의동 208-60",0,0,127.091531,37.541886,"무료",0
"8154",4856136,10300,"서울특별시 광진구 구의동 208-39",8,0,127.091693,37.542066,"무료",8
"8155",5024583,10300,"서울특별시 광진구 구의동 208-37",8,0,127.091738,37.541844,"무료",8
"8156",5024584,10300,"서울특별시 광진구 구의동 208-35",5,0,127.091813,37.542063,"무료",5
"8157",5023034,10300,"서울특별시 광진구 구의동 224-54",6,0,127.09109,37.542007,"무료",6
"8158",5023033,10300,"서울특별시 광진구 구의동 208-22",0,0,127.091375,37.541762,"무료",0
"8159",5024143,10300,"서울특별시 광진구 구의동 224-55",2,0,127.091085,37.541888,"무료",2
"8160",5021524,10300,"서울특별시 광진구 구의동 224-57",4,0,127.091058,37.541775,"무료",4
"8161",5066610,10300,"서울특별시 광진구 구의동 208-31",1,0,127.091213,37.541651,"무료",1
"8162",5022663,10300,"서울특별시 광진구 구의동 228-14 트윈빌",4,0,127.091422,37.544073,"무료",4
"8163",5111601,10300,"서울특별시 광진구 구의동 224-58 신하우스",4,0,127.090915,37.541654,"무료",4
